ds,y
2017-07-05,22.75
2017-07-06,22.75
2017-07-07,23.0
2017-07-10,23.0
2017-07-11,23.0
2017-07-12,23.0
2017-07-13,23.0
2017-07-14,23.0
2017-07-17,23.0
2017-07-18,23.0
2017-07-19,23.0
2017-07-20,23.0
2017-07-21,23.25
2017-07-24,23.25
2017-07-25,23.5
2017-07-26,23.75
2017-07-27,23.75
2017-07-28,24.5
2017-07-31,24.5
2017-08-01,23.75
2017-08-02,24.0
2017-08-03,23.75
2017-08-04,23.5
2017-08-07,23.5
2017-08-09,23.75
2017-08-10,24.25
2017-08-11,24.5
2017-08-14,25.0
2017-08-15,24.75
2017-08-16,24.25
2017-08-17,24.25
2017-08-18,24.25
2017-08-21,24.75
2017-08-22,24.75
2017-08-23,25.0
2017-08-24,25.25
2017-08-25,26.5
2017-08-28,26.75
2017-08-29,26.75
2017-08-30,26.25
2017-08-31,25.5
2017-09-01,24.25
2017-09-04,24.0
2017-09-05,24.75
2017-09-06,24.75
2017-09-07,25.25
2017-09-08,25.75
2017-09-11,26.0
2017-09-12,26.0
2017-09-13,25.25
2017-09-14,25.25
2017-09-15,25.25
2017-09-18,24.25
2017-09-19,25.0
2017-09-20,25.25
2017-09-21,25.75
2017-09-22,25.75
2017-09-25,25.75
2017-09-26,26.0
2017-09-27,25.75
2017-09-28,25.25
2017-09-29,24.75
2017-10-02,24.5
2017-10-03,25.0
2017-10-04,25.0
2017-10-05,24.75
2017-10-06,24.75
2017-10-09,25.0
2017-10-10,25.0
2017-10-11,25.0
2017-10-12,24.75
2017-10-13,25.0
2017-10-16,24.75
2017-10-17,24.5
2017-10-18,24.25
2017-10-19,24.0
2017-10-23,24.25
2017-10-24,24.75
2017-10-27,25.25
2017-10-30,25.25
2017-10-31,25.5
2017-11-01,25.75
2017-11-02,25.25
2017-11-03,25.5
2017-11-06,25.0
2017-11-07,24.5
2017-11-08,24.75
2017-11-09,24.75
2017-11-10,24.5
2017-11-13,24.5
2017-11-14,24.5
2017-11-15,25.0
2017-11-16,25.25
2017-11-17,25.5
2017-11-20,25.75
2017-11-21,26.75
2017-11-22,28.0
2017-11-23,26.5
2017-11-24,26.75
2017-11-27,27.5
2017-11-29,27.5
2017-11-30,27.5
2017-12-01,27.5
2017-12-04,27.5
2017-12-05,27.25
2017-12-06,27.25
2017-12-07,27.75
2017-12-08,27.75
2017-12-11,28.0
2017-12-13,27.5
2017-12-14,27.0
2017-12-15,26.75
2017-12-18,26.25
2017-12-19,26.0
2017-12-20,26.0
2017-12-21,26.5
2017-12-22,26.5
2017-12-27,26.25
2017-12-28,26.25
2017-12-29,26.75
2018-01-02,26.75
2018-01-03,26.75
2018-01-04,27.0
2018-01-05,28.0
2018-01-08,28.0
2018-01-09,28.0
2018-01-10,27.75
2018-01-11,27.75
2018-01-12,28.25
2018-01-15,28.75
2018-01-16,29.0
2018-01-17,29.0
2018-01-18,29.25
2018-01-19,29.5
2018-01-22,29.25
2018-01-23,29.5
2018-01-24,29.5
2018-01-25,29.75
2018-01-26,30.0
2018-01-29,29.75
2018-01-30,29.75
2018-01-31,29.5
2018-02-01,29.75
2018-02-02,29.75
2018-02-05,29.75
2018-02-06,29.5
2018-02-07,28.5
2018-02-08,29.25
2018-02-09,29.0
2018-02-12,28.25
2018-02-13,28.5
2018-02-14,28.75
2018-02-15,28.75
2018-02-16,29.25
2018-02-19,29.25
2018-02-20,29.75
2018-02-21,29.75
2018-02-22,29.5
2018-02-23,29.5
2018-02-26,29.5
2018-02-27,29.5
2018-02-28,29.75
2018-03-01,29.5
2018-03-02,29.25
2018-03-05,29.25
2018-03-06,29.25
2018-03-07,29.5
2018-03-08,29.5
2018-03-09,29.25
2018-03-12,29.25
2018-03-13,29.75
2018-03-14,29.75
2018-03-15,29.5
2018-03-16,29.5
2018-03-19,30.0
2018-03-20,30.75
2018-03-21,31.25
2018-03-22,31.75
2018-03-23,31.75
2018-03-26,31.5
2018-03-27,31.25
2018-03-28,30.75
2018-03-29,31.0
2018-04-03,31.25
2018-04-04,32.0
2018-04-05,32.75
2018-04-06,32.25
2018-04-09,31.75
2018-04-10,31.75
2018-04-11,32.0
2018-04-12,31.5
2018-04-13,31.0
2018-04-16,30.5
2018-04-17,29.75
2018-04-18,29.5
2018-04-19,29.25
2018-04-20,29.0
2018-04-23,28.5
2018-04-24,28.25
2018-04-25,28.5
2018-04-26,28.25
2018-04-27,28.25
2018-04-30,28.25
2018-05-02,27.25
2018-05-03,27.0
2018-05-04,28.5
2018-05-07,28.5
2018-05-08,28.25
2018-05-09,29.0
2018-05-10,28.0
2018-05-11,27.75
2018-05-14,27.25
2018-05-15,27.25
2018-05-16,28.5
2018-05-17,29.0
2018-05-18,29.25
2018-05-21,29.0
2018-05-22,29.25
2018-05-23,29.0
2018-05-24,29.0
2018-05-25,29.0
2018-05-28,28.75
2018-05-29,28.5
2018-05-30,28.25
2018-05-31,28.25
2018-06-04,28.5
2018-06-05,28.75
2018-06-06,29.5
2018-06-07,29.5
2018-06-08,29.5
2018-06-11,30.0
2018-06-12,30.0
2018-06-13,30.0
2018-06-14,30.0
2018-06-18,29.75
2018-06-19,28.25
2018-06-20,27.25
2018-06-21,27.25
2018-06-22,28.25
2018-06-25,28.5
2018-06-26,29.0
2018-06-27,29.5
2018-06-28,29.75
2018-06-29,29.5
2018-07-02,29.0
2018-07-03,28.0
2018-07-04,28.5
2018-07-05,29.0
2018-07-06,28.75
2018-07-09,29.0
2018-07-10,29.0
2018-07-11,28.5
2018-07-12,28.5
2018-07-13,28.25
2018-07-16,28.25
2018-07-17,28.75
2018-07-18,29.0
2018-07-19,29.25
2018-07-20,28.5
2018-07-23,28.5
2018-07-24,28.5
2018-07-25,28.75
2018-07-26,28.5
2018-07-27,28.5
2018-07-30,28.5
2018-07-31,28.0
2018-08-01,27.75
2018-08-02,28.0
2018-08-03,28.0
2018-08-06,28.0
2018-08-07,28.0
2018-08-08,28.75
2018-08-09,28.75
2018-08-10,28.25
2018-08-13,28.5
2018-08-14,28.75
2018-08-15,29.0
2018-08-16,28.75
2018-08-17,29.0
2018-08-20,29.0
2018-08-22,29.0
2018-08-23,29.0
2018-08-24,29.0
2018-08-27,29.0
2018-08-28,29.75
2018-08-29,29.75
2018-08-30,29.5
2018-08-31,28.25
2018-09-03,27.75
2018-09-04,28.25
2018-09-05,27.75
2018-09-06,27.75
2018-09-07,27.5
2018-09-10,27.25
2018-09-11,27.0
2018-09-12,27.0
2018-09-13,26.25
2018-09-14,26.5
2018-09-17,26.5
2018-09-18,26.75
2018-09-19,26.5
