Date,Price,Open,High,Low,Vol.,Change %
2018-10-05,24.75,24.5,25.0,24.5,12410000.0,1.02
2018-10-04,24.5,24.25,24.75,24.25,21580000.0,1.03
2018-10-03,24.25,24.5,24.5,24.25,5160000.0,0.0
2018-10-02,24.25,24.0,24.75,24.0,13930000.0,1.04
2018-10-01,24.0,24.5,25.0,24.0,2900000.0,-2.04
2018-09-28,24.5,25.0,25.0,24.0,5980000.0,-1.01
2018-09-27,24.75,24.75,25.0,24.5,14900000.0,0.0
2018-09-26,24.75,25.0,25.0,24.5,2700000.0,0.0
2018-09-25,24.75,25.0,25.25,24.75,7500000.0,-1.0
2018-09-24,25.0,24.5,26.0,24.5,23270000.0,4.17
2018-09-21,24.0,25.0,25.25,23.75,19410000.0,-3.03
2018-09-20,24.75,25.5,25.75,24.5,9360000.0,-6.6
2018-09-19,26.5,27.0,27.25,25.75,9360000.0,-0.93
2018-09-18,26.75,26.5,27.25,26.5,7270000.0,0.94
2018-09-17,26.5,26.5,26.75,26.25,5170000.0,0.0
2018-09-14,26.5,26.25,26.75,26.25,9140000.0,0.95
2018-09-13,26.25,27.0,27.25,25.75,12510000.0,-2.78
2018-09-12,27.0,27.0,27.25,26.75,6190000.0,0.0
2018-09-11,27.0,27.25,27.75,27.0,2360000.0,-0.92
2018-09-10,27.25,27.75,27.75,27.25,773100.0,-0.91
2018-09-07,27.5,28.0,28.0,27.25,6800000.0,-0.9
2018-09-06,27.75,28.25,28.25,27.5,4170000.0,0.0
2018-09-05,27.75,28.5,28.5,27.5,5440000.0,-1.77
2018-09-04,28.25,27.75,29.0,27.75,5220000.0,1.8
2018-09-03,27.75,28.0,28.0,27.0,1730000.0,-1.77
2018-08-31,28.25,29.75,29.75,28.0,9080000.0,-4.24
2018-08-30,29.5,30.0,30.0,29.5,2730000.0,-0.84
2018-08-29,29.75,29.75,30.25,29.75,1960000.0,0.0
2018-08-28,29.75,29.25,30.5,29.0,4930000.0,2.59
2018-08-27,29.0,29.0,29.5,29.0,1650000.0,0.0
2018-08-24,29.0,29.0,29.25,29.0,2500000.0,0.0
2018-08-23,29.0,29.0,29.25,29.0,3050000.0,0.0
2018-08-22,29.0,29.0,29.5,29.0,6420000.0,0.0
2018-08-20,29.0,29.0,29.5,29.0,7500000.0,0.0
2018-08-17,29.0,28.75,29.5,28.75,961200.0,0.87
2018-08-16,28.75,29.0,29.0,28.75,6700000.0,-0.86
2018-08-15,29.0,28.75,29.25,28.75,8720000.0,0.87
2018-08-14,28.75,28.5,29.0,28.5,7530000.0,0.88
2018-08-13,28.5,28.5,29.0,28.5,2020000.0,0.88
2018-08-10,28.25,29.0,29.0,28.25,4950000.0,-1.74
2018-08-09,28.75,29.0,29.25,28.25,3040000.0,0.0
2018-08-08,28.75,28.25,29.5,28.25,6590000.0,2.68
2018-08-07,28.0,28.0,28.25,28.0,5170000.0,0.0
2018-08-06,28.0,28.25,28.25,28.0,1400000.0,0.0
2018-08-03,28.0,28.0,28.25,28.0,5930000.0,0.0
2018-08-02,28.0,28.0,28.5,28.0,18660000.0,0.9
2018-08-01,27.75,28.25,28.5,27.75,4550000.0,-0.89
2018-07-31,28.0,28.5,28.5,27.75,2680000.0,-1.75
2018-07-30,28.5,28.75,28.75,28.25,11460000.0,0.0
2018-07-27,28.5,28.5,29.0,28.5,3330000.0,0.0
2018-07-26,28.5,29.0,29.0,28.5,4900000.0,-0.87
2018-07-25,28.75,28.75,29.0,28.5,5930000.0,0.88
2018-07-24,28.5,28.5,29.0,28.5,748100.0,0.0
2018-07-23,28.5,28.5,29.0,28.25,656500.0,0.0
2018-07-20,28.5,29.25,29.25,28.25,3540000.0,-2.56
2018-07-19,29.25,29.75,29.75,28.75,10040000.0,0.86
2018-07-18,29.0,29.25,29.75,29.0,2220000.0,0.87
2018-07-17,28.75,28.25,29.25,28.25,3960000.0,1.77
2018-07-16,28.25,28.75,28.75,28.0,10490000.0,0.0
2018-07-13,28.25,28.75,28.75,28.25,4690000.0,-0.88
2018-07-12,28.5,28.5,29.0,28.5,3340000.0,0.0
2018-07-11,28.5,29.0,29.0,28.25,5130000.0,-1.72
2018-07-10,29.0,29.0,29.25,29.0,5690000.0,0.0
2018-07-09,29.0,29.0,29.25,28.75,2000000.0,0.87
2018-07-06,28.75,28.75,29.25,28.75,2040000.0,-0.86
2018-07-05,29.0,28.5,29.25,28.5,5410000.0,1.75
2018-07-04,28.5,29.0,29.25,28.0,2890000.0,1.79
2018-07-03,28.0,28.75,28.75,27.75,3750000.0,-3.45
2018-07-02,29.0,29.5,29.75,28.75,9570000.0,-1.69
2018-06-29,29.5,29.75,30.0,29.25,10560000.0,-0.84
2018-06-28,29.75,29.75,30.0,29.25,22490000.0,0.85
2018-06-27,29.5,29.25,30.0,28.75,16540000.0,1.72
2018-06-26,29.0,28.5,29.5,28.5,17600000.0,1.75
2018-06-25,28.5,28.5,29.0,28.25,2720000.0,0.88
2018-06-22,28.25,28.75,28.75,27.25,13920000.0,3.67
2018-06-21,27.25,27.25,27.75,27.25,11720000.0,0.0
2018-06-20,27.25,28.5,28.5,27.25,16079999.999999998,-3.54
2018-06-19,28.25,29.75,29.75,27.75,5660000.0,-5.04
2018-06-18,29.75,30.0,30.25,29.5,2120000.0,-0.83
2018-06-14,30.0,30.0,30.25,29.75,22890000.0,0.0
2018-06-13,30.0,30.0,30.5,30.0,7290000.0,0.0
2018-06-12,30.0,30.0,30.5,30.0,13450000.0,0.0
2018-06-11,30.0,29.75,30.5,29.5,4150000.0000000005,1.69
2018-06-08,29.5,29.75,29.75,29.25,1690000.0,0.0
2018-06-07,29.5,29.75,29.75,29.0,6310000.0,0.0
2018-06-06,29.5,28.75,30.0,28.75,16559999.999999998,2.61
2018-06-05,28.75,28.5,29.25,28.5,2350000.0,0.88
2018-06-04,28.5,28.25,29.0,28.25,12150000.0,0.88
2018-05-31,28.25,28.75,28.75,28.25,10670000.0,0.0
2018-05-30,28.25,28.5,28.5,28.0,7650000.0,-0.88
2018-05-29,28.5,29.0,29.0,28.25,4280000.0,-0.87
2018-05-28,28.75,29.0,29.0,28.0,2100000.0,-0.86
2018-05-25,29.0,29.0,29.25,28.5,8860000.0,0.0
2018-05-24,29.0,29.25,29.5,29.0,7640000.0,0.0
2018-05-23,29.0,29.25,29.5,29.0,2710000.0,-0.85
2018-05-22,29.25,29.0,29.75,29.0,7750000.0,0.86
2018-05-21,29.0,29.25,29.25,29.0,10010000.0,-0.85
2018-05-18,29.25,29.0,29.5,29.0,6650000.0,0.86
2018-05-17,29.0,29.0,29.5,28.75,6490000.0,1.75
2018-05-16,28.5,28.25,29.25,28.0,5020000.0,4.59
2018-05-15,27.25,27.5,28.25,27.0,22980000.0,0.0
2018-05-14,27.25,27.75,28.0,27.0,6000000.0,-1.8
2018-05-11,27.75,28.0,28.0,27.5,6720000.0,-0.89
2018-05-10,28.0,29.0,29.25,27.75,14070000.0,-3.45
2018-05-09,29.0,28.5,29.5,28.5,17880000.0,2.65
2018-05-08,28.25,28.5,28.5,28.25,9460000.0,-0.88
2018-05-07,28.5,28.5,29.0,28.25,16079999.999999998,0.0
2018-05-04,28.5,28.0,29.0,28.0,37790000.0,5.56
2018-05-03,27.0,27.5,27.75,26.75,27100000.0,-0.92
2018-05-02,27.25,28.25,28.25,27.0,18330000.0,-3.54
2018-04-30,28.25,28.5,28.5,28.25,9960000.0,0.0
2018-04-27,28.25,28.5,28.5,28.25,8870000.0,0.0
2018-04-26,28.25,28.75,28.75,28.0,11000000.0,-0.88
2018-04-25,28.5,28.75,29.0,28.25,22790000.0,0.88
2018-04-24,28.25,28.5,29.0,28.0,17260000.0,-0.88
2018-04-23,28.5,29.0,29.75,28.25,12820000.0,-1.72
2018-04-20,29.0,29.25,29.5,28.75,15320000.0,-0.85
2018-04-19,29.25,29.5,29.75,29.0,22800000.0,-0.85
2018-04-18,29.5,29.75,30.0,29.25,20430000.0,-0.84
2018-04-17,29.75,30.5,30.5,29.5,11810000.0,-2.46
2018-04-16,30.5,31.25,31.25,30.25,117240000.0,-1.61
2018-04-13,31.0,32.0,32.0,31.0,2960000.0,-1.59
2018-04-12,31.5,32.0,32.0,31.25,4500000.0,-1.56
2018-04-11,32.0,31.75,32.5,31.75,6110000.0,0.79
2018-04-10,31.75,31.75,32.25,31.75,2140000.0,0.0
2018-04-09,31.75,32.25,32.25,31.5,1950000.0,-1.55
2018-04-06,32.25,32.75,33.0,32.0,5830000.0,-1.53
2018-04-05,32.75,32.5,33.5,32.5,8420000.0,2.34
2018-04-04,32.0,31.75,32.75,31.25,13500000.0,2.4
2018-04-03,31.25,31.0,31.75,31.0,9280000.0,0.81
2018-03-29,31.0,31.0,31.5,30.5,11680000.0,0.81
2018-03-28,30.75,31.0,31.25,30.5,4350000.0,-1.6
2018-03-27,31.25,31.5,31.75,31.0,4720000.0,-0.79
2018-03-26,31.5,31.75,31.75,31.25,4330000.0,-0.79
2018-03-23,31.75,32.0,32.25,31.75,8330000.0,0.0
2018-03-22,31.75,31.0,32.25,31.0,13480000.0,1.6
2018-03-21,31.25,31.0,31.75,31.0,17990000.0,1.63
2018-03-20,30.75,30.5,31.25,30.5,5720000.0,2.5
2018-03-19,30.0,30.0,30.75,29.5,11060000.0,1.69
2018-03-16,29.5,29.5,29.75,29.5,4080000.0,0.0
2018-03-15,29.5,30.0,30.0,29.5,9960000.0,-0.84
2018-03-14,29.75,29.75,30.0,29.5,5990000.0,0.0
2018-03-13,29.75,29.5,30.0,29.5,4670000.0,1.71
2018-03-12,29.25,29.5,29.75,29.25,6150000.0,0.0
2018-03-09,29.25,29.5,29.75,29.0,18670000.0,-0.85
2018-03-08,29.5,29.5,29.75,29.25,10430000.0,0.0
2018-03-07,29.5,29.25,29.75,29.25,5830000.0,0.85
2018-03-06,29.25,29.25,29.75,29.25,7540000.0,0.0
2018-03-05,29.25,29.75,29.75,29.0,4360000.0,0.0
2018-03-02,29.25,30.5,30.5,29.0,6130000.0,-0.85
2018-03-01,29.5,29.5,30.0,29.25,15250000.0,-0.84
2018-02-28,29.75,29.75,30.0,29.5,10940000.0,0.85
2018-02-27,29.5,29.5,30.0,29.25,7390000.0,0.0
2018-02-26,29.5,29.5,29.75,29.25,14510000.0,0.0
2018-02-23,29.5,29.5,30.0,29.25,5000000.0,0.0
2018-02-22,29.5,29.5,30.0,29.5,6160000.0,-0.84
2018-02-21,29.75,30.0,30.25,29.0,15110000.0,0.0
2018-02-20,29.75,29.5,30.5,29.25,8750000.0,1.71
2018-02-19,29.25,30.0,30.0,29.25,4490000.0,0.0
2018-02-16,29.25,29.0,29.75,29.0,4730000.0,1.74
2018-02-15,28.75,28.75,29.25,28.75,2710000.0,0.0
2018-02-14,28.75,28.75,29.0,28.75,3090000.0,0.88
2018-02-13,28.5,28.5,29.0,28.25,6860000.0,0.88
2018-02-12,28.25,30.0,30.0,28.0,1500000.0,-2.59
2018-02-09,29.0,29.5,29.5,29.0,12830000.0,-0.85
2018-02-08,29.25,28.5,29.5,28.5,14170000.0,2.63
2018-02-07,28.5,29.25,29.25,28.0,20680000.0,-3.39
2018-02-06,29.5,29.75,30.0,28.75,42110000.0,-0.84
2018-02-05,29.75,29.75,30.0,29.75,4090000.0,0.0
2018-02-02,29.75,30.0,30.25,29.75,3030000.0,0.0
2018-02-01,29.75,29.75,30.0,29.5,6150000.0,0.85
2018-01-31,29.5,29.75,30.0,29.5,8890000.0,-0.84
2018-01-30,29.75,30.0,30.0,29.25,18000000.0,0.0
2018-01-29,29.75,29.75,30.0,29.5,3950000.0,-0.83
2018-01-26,30.0,29.5,30.5,29.5,26170000.0,0.84
2018-01-25,29.75,29.5,30.0,29.5,6590000.0,0.85
2018-01-24,29.5,29.5,29.75,29.5,6560000.0,0.0
2018-01-23,29.5,29.5,29.75,29.25,16960000.0,0.85
2018-01-22,29.25,29.5,29.75,29.0,8830000.0,-0.85
2018-01-19,29.5,29.25,29.75,29.25,6590000.0,0.85
2018-01-18,29.25,29.5,29.5,29.0,9390000.0,0.86
2018-01-17,29.0,28.5,29.5,28.5,10300000.0,0.0
2018-01-16,29.0,29.0,29.5,28.5,7300000.0,0.87
2018-01-15,28.75,28.5,29.25,28.25,3750000.0,1.77
2018-01-12,28.25,28.0,28.5,27.75,2800000.0,1.8
2018-01-11,27.75,27.75,28.25,27.75,11140000.0,0.0
2018-01-10,27.75,27.75,28.0,27.75,12920000.0,-0.89
2018-01-09,28.0,28.0,28.25,27.75,20530000.0,0.0
2018-01-08,28.0,27.5,28.25,27.5,6870000.0,0.0
2018-01-05,28.0,27.5,28.5,27.0,11040000.0,3.7
2018-01-04,27.0,26.75,27.75,26.75,8300000.000000001,0.93
2018-01-03,26.75,26.75,27.0,26.75,8350000.0,0.0
2018-01-02,26.75,26.75,27.0,26.75,3900000.0,0.0
2017-12-29,26.75,26.25,27.5,26.25,3640000.0,1.9
2017-12-28,26.25,26.0,26.5,26.0,10950000.0,0.0
2017-12-27,26.25,26.25,26.5,26.0,7560000.0,-0.94
2017-12-22,26.5,26.5,26.75,26.25,6600000.0,0.0
2017-12-21,26.5,26.5,27.0,26.25,11550000.0,1.92
2017-12-20,26.0,26.0,26.75,25.75,24810000.0,0.0
2017-12-19,26.0,26.25,26.5,25.75,23810000.0,-0.95
2017-12-18,26.25,26.5,27.0,26.0,7470000.0,-1.87
2017-12-15,26.75,26.75,27.5,24.5,11870000.0,-0.93
2017-12-14,27.0,27.5,27.75,26.75,19070000.0,-1.82
2017-12-13,27.5,28.0,28.0,27.5,25550000.0,-1.79
2017-12-11,28.0,28.0,28.25,27.75,5900000.0,0.9
2017-12-08,27.75,28.0,28.25,27.75,8289999.999999999,0.0
2017-12-07,27.75,27.5,28.25,27.0,14220000.0,1.83
2017-12-06,27.25,26.75,27.75,26.75,18980000.0,0.0
2017-12-05,27.25,27.5,27.75,27.0,6550000.0,-0.91
2017-12-04,27.5,27.5,28.25,27.5,15770000.0,0.0
2017-12-01,27.5,27.5,27.75,27.0,12850000.0,0.0
2017-11-30,27.5,27.5,28.0,27.0,7090000.0,0.0
2017-11-29,27.5,28.0,28.0,27.5,11300000.0,0.0
2017-11-27,27.5,26.75,28.0,26.75,5930000.0,2.8
2017-11-24,26.75,28.0,28.0,26.5,5210000.0,0.94
2017-11-23,26.5,28.0,28.5,26.0,16340000.0,-5.36
2017-11-22,28.0,26.75,28.5,26.75,16460000.0,4.67
2017-11-21,26.75,26.0,27.25,25.75,7050000.0,3.88
2017-11-20,25.75,25.75,26.0,25.5,3960000.0,0.98
2017-11-17,25.5,25.25,26.0,25.25,2810000.0,0.99
2017-11-16,25.25,25.0,25.75,25.0,6390000.0,1.0
2017-11-15,25.0,24.5,25.25,24.5,9960000.0,2.04
2017-11-14,24.5,24.5,25.5,24.5,12060000.0,0.0
2017-11-13,24.5,24.5,24.75,24.0,25840000.0,0.0
2017-11-10,24.5,24.75,25.0,24.5,8029999.999999999,-1.01
2017-11-09,24.75,24.75,25.0,24.5,3150000.0,0.0
2017-11-08,24.75,25.0,25.25,24.5,15330000.0,1.02
2017-11-07,24.5,25.0,25.0,24.25,34980000.0,-2.0
2017-11-06,25.0,25.75,25.75,24.75,5600000.0,-1.96
2017-11-03,25.5,25.75,26.0,25.0,4990000.0,0.99
2017-11-02,25.25,25.75,26.0,25.0,18950000.0,-1.94
2017-11-01,25.75,25.75,26.25,25.5,12490000.0,0.98
2017-10-31,25.5,25.0,26.25,25.0,3340000.0,0.99
2017-10-30,25.25,25.5,25.5,25.0,2040000.0,0.0
2017-10-27,25.25,25.25,25.5,25.0,1830000.0,2.02
2017-10-24,24.75,24.25,25.25,24.25,1340000.0,2.06
2017-10-23,24.25,25.0,25.0,23.75,23410000.0,1.04
2017-10-19,24.0,24.5,24.5,24.0,2990000.0,-1.03
2017-10-18,24.25,24.5,24.5,24.0,13280000.0,-1.02
2017-10-17,24.5,25.0,25.0,24.25,17130000.0,-1.01
2017-10-16,24.75,25.0,25.25,24.5,951300.0,-1.0
2017-10-13,25.0,25.0,25.25,24.75,11960000.0,1.01
2017-10-12,24.75,25.0,25.25,24.75,6130000.0,-1.0
2017-10-11,25.0,25.0,25.25,24.75,10730000.0,0.0
2017-10-10,25.0,24.75,25.5,24.75,1180000.0,0.0
2017-10-09,25.0,25.0,25.25,24.75,9480000.0,1.01
2017-10-06,24.75,25.0,25.0,24.5,5070000.0,0.0
2017-10-05,24.75,25.0,25.0,24.75,3050000.0,-1.0
2017-10-04,25.0,25.0,25.25,24.75,1560000.0,0.0
2017-10-03,25.0,24.5,25.75,24.5,9330000.0,2.04
2017-10-02,24.5,24.75,25.0,24.5,6220000.0,-1.01
2017-09-29,24.75,25.0,25.0,24.5,12330000.0,-1.98
2017-09-28,25.25,25.75,26.0,24.75,4730000.0,-1.94
2017-09-27,25.75,25.75,26.0,25.75,6920000.0,-0.96
2017-09-26,26.0,25.75,26.25,25.75,15580000.0,0.97
2017-09-25,25.75,25.75,26.0,25.75,6960000.0,0.0
2017-09-22,25.75,25.75,26.0,25.5,2610000.0,0.0
2017-09-21,25.75,25.5,26.5,25.25,3770000.0,1.98
2017-09-20,25.25,25.5,25.5,25.0,7300000.0,1.0
2017-09-19,25.0,24.75,25.5,24.75,12370000.0,3.09
2017-09-18,24.25,24.25,25.0,24.0,3670000.0,-3.96
2017-09-15,25.25,25.25,25.5,25.0,8740000.0,0.0
2017-09-14,25.25,25.5,25.5,25.25,7320000.0,0.0
2017-09-13,25.25,26.0,26.0,25.0,10460000.0,-2.88
2017-09-12,26.0,27.0,27.0,25.75,14710000.0,0.0
2017-09-11,26.0,25.75,26.5,25.75,19990000.0,0.97
2017-09-08,25.75,25.5,26.25,25.5,1790000.0,1.98
2017-09-07,25.25,25.0,26.0,25.0,6670000.0,2.02
2017-09-06,24.75,24.75,25.5,24.5,36150000.0,0.0
2017-09-05,24.75,24.5,25.0,24.25,1910000.0,3.13
2017-09-04,24.0,25.0,25.75,24.0,53940000.0,-1.03
2017-09-01,24.25,25.5,25.75,23.0,44520000.0,-4.9
2017-08-31,25.5,26.5,26.5,25.25,10260000.0,-2.86
2017-08-30,26.25,26.75,26.75,25.5,9830000.0,-1.87
2017-08-29,26.75,26.75,27.25,26.25,13510000.0,0.0
2017-08-28,26.75,27.0,27.0,26.5,4600000.0,0.94
2017-08-25,26.5,25.5,27.0,25.5,14320000.0,4.95
2017-08-24,25.25,25.0,25.75,25.0,8730000.0,1.0
2017-08-23,25.0,24.75,25.5,24.75,10430000.0,1.01
2017-08-22,24.75,24.75,25.0,24.75,2930000.0,0.0
2017-08-21,24.75,24.25,25.0,24.25,1490000.0,2.06
2017-08-18,24.25,24.0,24.75,24.0,4360000.0,0.0
2017-08-17,24.25,24.5,24.75,24.0,1530000.0,0.0
2017-08-16,24.25,24.75,25.0,24.25,14320000.0,-2.02
2017-08-15,24.75,25.0,25.5,24.0,11610000.0,-1.0
2017-08-14,25.0,24.75,25.5,24.75,6750000.0,2.04
2017-08-11,24.5,24.5,25.5,23.75,18960000.0,1.03
2017-08-10,24.25,23.5,24.75,23.5,356900.0,2.11
2017-08-09,23.75,23.75,24.25,23.75,2210000.0,1.06
2017-08-07,23.5,23.5,24.0,23.5,1510000.0,0.0
2017-08-04,23.5,24.25,24.25,23.0,10620000.0,-1.05
2017-08-03,23.75,24.25,24.5,23.75,12060000.0,-1.04
2017-08-02,24.0,24.0,24.25,23.75,12760000.0,1.05
2017-08-01,23.75,24.0,24.0,23.5,23420000.0,-3.06
2017-07-31,24.5,24.75,25.0,23.75,13020000.0,0.0
2017-07-28,24.5,23.75,25.0,23.75,7360000.0,3.16
2017-07-27,23.75,23.75,24.75,23.5,6780000.0,0.0
2017-07-26,23.75,23.5,24.25,23.5,11130000.0,1.06
2017-07-25,23.5,23.5,24.0,23.25,18100000.0,1.08
2017-07-24,23.25,23.5,23.75,23.25,2900000.0,0.0
2017-07-21,23.25,23.0,23.5,23.0,2760000.0,1.09
2017-07-20,23.0,23.0,23.25,23.0,2220000.0,0.0
2017-07-19,23.0,23.0,23.25,23.0,13120000.0,0.0
2017-07-18,23.0,23.0,23.25,22.5,16760000.000000002,0.0
2017-07-17,23.0,23.0,23.25,23.0,19310000.0,0.0
2017-07-14,23.0,23.0,23.25,22.75,1590000.0,0.0
2017-07-13,23.0,23.0,23.25,22.75,22780000.0,0.0
2017-07-12,23.0,23.0,23.25,22.75,17210000.0,0.0
2017-07-11,23.0,23.0,23.5,23.0,23200000.0,0.0
2017-07-10,23.0,23.25,23.25,23.0,2470000.0,0.0
2017-07-07,23.0,23.0,23.25,23.0,25270000.0,1.1
2017-07-06,22.75,23.0,23.25,22.0,13740000.0,0.0
2017-07-05,22.75,23.0,23.25,22.5,9000000.0,-1.09
2017-07-04,23.0,23.0,23.25,22.5,6860000.0,0.0
2017-07-03,23.0,22.75,23.25,22.5,8140000.000000001,1.1
2017-06-30,22.75,23.0,23.25,22.0,9960000.0,-1.09
2017-06-29,23.0,23.75,23.75,23.0,9290000.0,-1.08
2017-06-28,23.25,23.5,23.5,23.0,3290000.0,-1.06
2017-06-27,23.5,23.5,23.75,23.25,5720000.0,1.08
2017-06-23,23.25,23.0,23.5,23.0,19260000.0,0.0
2017-06-22,23.25,22.75,23.5,22.75,5720000.0,2.2
2017-06-21,22.75,23.5,23.5,22.5,10870000.0,0.0
2017-06-20,22.75,23.0,23.25,22.5,16450000.0,-1.09
2017-06-19,23.0,23.5,23.75,23.0,3430000.0,-2.13
2017-06-16,23.5,23.25,24.0,23.25,53210000.0,1.08
2017-06-15,23.25,23.25,23.5,23.25,16059999.999999998,1.09
2017-06-14,23.0,23.25,23.75,23.0,29190000.0,-2.13
2017-06-13,23.5,23.0,24.0,23.0,21760000.0,3.3
2017-06-12,22.75,22.75,23.25,22.5,10490000.0,0.0
2017-06-09,22.75,22.5,23.0,22.25,41710000.0,2.25
2017-06-08,22.25,22.25,22.5,22.0,2860000.0,0.0
2017-06-07,22.25,22.25,22.5,22.0,15210000.0,1.14
2017-06-06,22.0,22.5,23.5,22.0,8920000.0,-1.12
2017-06-05,22.25,22.0,22.75,21.5,4780000.0,-1.11
2017-06-02,22.5,22.5,23.25,22.0,29190000.0,1.12
2017-05-31,22.25,21.5,23.0,21.5,37100000.0,5.95
2017-05-30,21.0,21.5,21.75,21.0,10110000.0,-2.33
2017-05-29,21.5,21.5,21.75,21.25,3670000.0,-1.15
2017-05-26,21.75,21.75,22.0,21.5,5860000.0,1.16
2017-05-25,21.5,21.25,21.75,21.25,22320000.0,2.38
2017-05-24,21.0,20.75,21.75,20.75,8840000.0,2.44
2017-05-23,20.5,20.25,20.75,20.25,27500000.0,0.0
2017-05-22,20.5,20.25,20.75,20.25,23770000.0,1.23
2017-05-19,20.25,20.25,20.75,20.0,28730000.0,0.0
2017-05-18,20.25,20.0,21.0,19.95,20130000.0,1.25
2017-05-17,20.0,20.25,20.5,20.0,11880000.0,-1.23
2017-05-16,20.25,20.25,20.5,20.25,41900000.0,0.0
2017-05-15,20.25,20.5,20.5,20.25,2140000.0,0.0
2017-05-12,20.25,20.5,20.75,20.25,6880000.0,-1.22
2017-05-11,20.5,20.5,20.75,19.85,18460000.0,2.5
2017-05-10,20.0,22.0,22.0,19.85,2240000.0,-1.23
2017-05-09,20.25,20.5,20.75,19.9,10200000.0,-1.22
2017-05-08,20.5,19.8,20.75,19.8,22920000.0,3.8
2017-05-05,19.75,19.7,20.0,19.7,11860000.0,0.51
2017-05-04,19.65,19.65,19.95,19.35,9370000.0,0.26
2017-05-03,19.6,19.6,19.8,19.5,15120000.0,0.26
2017-05-02,19.55,19.2,19.8,19.2,7230000.0,1.56
2017-04-28,19.25,19.0,19.6,19.0,1570000.0,1.32
2017-04-27,19.0,19.0,19.1,18.95,16120000.000000002,0.26
2017-04-26,18.95,18.85,19.0,18.85,6200000.0,0.0
2017-04-25,18.95,19.1,19.15,18.7,12880000.0,-0.79
2017-04-24,19.1,19.15,19.2,19.05,2820000.0,-0.26
2017-04-21,19.15,19.15,19.2,19.1,4400000.0,0.0
2017-04-20,19.15,19.2,19.25,19.0,8640000.0,-0.26
2017-04-19,19.2,19.2,19.3,19.05,12730000.0,0.26
2017-04-18,19.15,19.65,19.7,19.0,1820000.0,-2.3
2017-04-13,19.6,19.5,19.75,19.5,76380000.0,0.77
2017-04-12,19.45,19.4,19.65,19.25,5070000.0,1.04
2017-04-11,19.25,19.8,19.8,19.15,5620000.0,0.52
2017-04-10,19.15,18.65,19.75,18.65,2009999.9999999998,2.68
2017-04-07,18.65,18.6,19.75,18.4,4880000.0,0.27
2017-04-06,18.6,19.0,19.0,18.3,591200.0,1.64
2017-04-05,18.3,18.35,19.0,18.3,9470000.0,0.0
2017-04-04,18.3,18.5,19.0,18.0,26220000.0,-0.81
2017-04-03,18.45,18.2,19.0,18.0,11260000.0,2.5
2017-03-31,18.0,18.0,18.3,17.8,5420000.0,0.28
2017-03-30,17.95,18.0,18.05,17.9,997100.0,-0.55
2017-03-29,18.05,18.3,18.4,17.75,13300000.0,-2.96
2017-03-28,18.6,19.05,19.05,18.3,14750000.0,-0.53
2017-03-27,18.7,18.45,18.95,18.45,13250000.0,1.36
2017-03-24,18.45,18.35,18.7,18.35,18870000.0,0.54
2017-03-23,18.35,18.15,18.6,18.15,9230000.0,1.38
2017-03-22,18.1,18.2,18.35,18.0,11700000.0,0.0
2017-03-21,18.1,18.1,18.25,18.0,511900.0,0.56
2017-03-20,18.0,17.75,18.1,17.75,12690000.0,0.28
2017-03-17,17.95,17.65,18.05,17.6,6640000.0,2.28
2017-03-16,17.55,19.0,19.0,17.5,9620000.0,-1.68
2017-03-15,17.85,18.25,18.25,17.5,7040000.0,-2.19
2017-03-14,18.25,17.7,18.9,17.5,38120000.0,5.19
2017-03-13,17.35,17.05,18.0,17.0,50600000.0,2.66
2017-03-10,16.9,16.8,17.6,16.3,16120000.000000002,5.62
2017-03-09,16.0,16.0,16.65,15.9,44080000.0,-1.23
2017-03-08,16.2,16.6,16.75,15.95,13940000.0,-2.7
2017-03-07,16.65,16.8,16.85,16.5,5250000.0,-0.89
2017-03-06,16.8,16.9,17.0,16.75,1810000.0,-0.59
2017-03-03,16.9,17.05,17.05,16.8,1540000.0,-0.59
2017-03-02,17.0,17.75,17.75,16.85,20900000.0,-0.29
2017-03-01,17.05,17.75,17.75,16.55,3080000.0,-3.94
2017-02-28,17.75,18.0,18.0,17.7,2370000.0,-0.56
2017-02-27,17.85,18.5,18.5,17.7,2060000.0,-1.38
2017-02-24,18.1,18.0,18.15,17.95,31610000.0,0.56
2017-02-23,18.0,18.0,18.4,17.95,6850000.0,0.0
2017-02-22,18.0,18.5,18.5,17.95,31340000.0,0.0
2017-02-21,18.0,18.05,18.05,17.95,9930000.0,0.0
2017-02-20,18.0,18.05,18.1,17.9,9690000.0,-0.28
2017-02-17,18.05,18.2,18.25,18.0,13190000.0,-0.82
2017-02-16,18.2,18.2,18.4,18.0,4700000.0,-0.27
2017-02-15,18.25,18.2,18.3,18.15,45460000.0,-0.27
2017-02-14,18.3,18.35,18.5,18.15,9680000.0,-0.54
2017-02-13,18.4,18.4,18.5,18.3,4310000.0,-0.54
2017-02-10,18.5,18.5,18.55,18.35,11790000.0,0.27
2017-02-09,18.45,18.5,18.55,18.05,25990000.0,0.27
2017-02-08,18.4,18.65,18.7,18.1,17110000.0,-1.34
2017-02-07,18.65,18.8,19.0,18.3,9840000.0,-1.32
2017-02-06,18.9,18.7,19.2,18.65,24380000.0,1.34
2017-02-03,18.65,18.7,19.0,18.55,13730000.0,0.54
2017-02-02,18.55,18.7,19.0,18.55,3950000.0,0.0
2017-02-01,18.55,18.5,18.7,18.4,60480000.0,0.27
