Date,Price,Open,High,Low,Vol.,Change %
2020-09-14,29.95,30.0,30.0,29.3,378400.0,-0.33
2020-09-11,30.05,29.3,30.15,29.3,6190000.0,0.33
2020-09-10,29.95,30.0,30.0,29.2,28940000.0,3.1
2020-09-09,29.05,29.05,29.5,28.55,1830000.0,0.17
2020-09-08,29.0,29.0,29.2,28.75,1650000.0,-0.17
2020-09-07,29.05,29.2,29.5,29.05,12960000.0,-1.86
2020-09-04,29.6,30.0,30.3,29.3,3280000.0,-1.5
2020-09-03,30.05,30.0,30.1,29.5,3230000.0,0.17
2020-09-02,30.0,29.9,30.05,29.5,25820000.0,0.33
2020-09-01,29.9,29.95,29.95,29.5,2290000.0,0.0
2020-08-31,29.9,29.75,30.0,29.5,25960000.0,0.17
2020-08-28,29.85,29.6,30.1,29.3,11730000.0,1.36
2020-08-27,29.45,29.0,29.95,29.0,10410000.0,1.55
2020-08-26,29.0,28.75,29.25,28.55,7520000.0,1.22
2020-08-25,28.65,28.0,28.95,28.0,17700000.0,1.6
2020-08-24,28.2,28.4,28.45,28.0,4170000.0,0.0
2020-08-21,28.2,28.1,28.4,28.05,11650000.0,0.53
2020-08-20,28.05,28.2,28.2,28.0,1870000.0,0.18
2020-08-19,28.0,28.0,28.2,27.8,3100000.0,0.0
2020-08-18,28.0,28.0,28.5,27.85,5920000.0,-1.41
2020-08-17,28.4,28.0,28.5,28.0,2810000.0,2.53
2020-08-14,27.7,27.55,28.2,27.5,5270000.0,-0.54
2020-08-13,27.85,28.0,28.2,27.55,502400.0,-0.36
2020-08-12,27.95,27.5,28.0,27.3,4510000.0,1.64
2020-08-11,27.5,27.5,28.0,27.0,2280000.0,0.0
2020-08-10,27.5,27.8,27.8,27.05,16160000.0,-0.72
2020-08-07,27.7,27.5,27.9,27.5,2150000.0,1.09
2020-08-06,27.4,26.4,28.0,26.4,2130000.0,4.78
2020-08-05,26.15,26.5,26.5,25.95,22650000.0,-0.95
2020-08-04,26.4,26.9,27.0,26.1,23900000.0,-1.68
2020-08-03,26.85,27.5,27.5,26.8,30990000.0,-4.62
2020-07-30,28.15,28.35,28.6,28.0,11150000.0,-0.53
2020-07-29,28.3,28.3,28.95,28.2,2250000.0,0.0
2020-07-28,28.3,29.0,29.0,28.0,3030000.0,-3.58
2020-07-27,29.35,28.2,29.95,28.2,6190000.0,4.45
2020-07-24,28.1,27.85,28.8,27.85,2490000.0,2.18
2020-07-23,27.5,27.0,28.4,26.9,7200000.0,2.42
2020-07-22,26.85,26.95,27.35,26.5,21410000.0,0.56
2020-07-21,26.7,27.2,27.2,26.45,31740000.0,-1.11
2020-07-20,27.0,27.0,27.3,26.8,6840000.0,0.0
2020-07-17,27.0,27.0,27.25,26.9,10760000.0,0.0
2020-07-16,27.0,27.0,27.45,26.95,16680000.0,0.19
2020-07-15,26.95,27.0,27.5,26.75,24460000.0,0.0
2020-07-14,26.95,28.4,28.4,26.75,19230000.0,-2.0
2020-07-13,27.5,27.5,28.4,27.4,4800000.0,0.0
2020-07-10,27.5,27.95,27.95,27.4,12790000.0,0.0
2020-07-09,27.5,28.0,28.0,27.25,30030000.0,-1.79
2020-07-08,28.0,28.5,28.5,27.8,18690000.0,-0.36
2020-07-07,28.1,30.0,30.0,27.9,22420000.0,-3.44
2020-07-06,29.1,30.0,30.2,28.9,9150000.0,-1.85
2020-07-03,29.65,29.0,30.0,29.0,943900.0,2.24
2020-07-02,29.0,28.95,29.5,28.8,3280000.0,1.05
2020-07-01,28.7,29.0,29.0,28.65,11600000.0,0.17
2020-06-30,28.65,29.0,29.0,28.6,8320000.0,-0.87
2020-06-29,28.9,29.0,29.5,28.8,3340000.0,1.4
2020-06-26,28.5,28.5,29.4,28.25,8950000.0,0.71
2020-06-25,28.3,29.0,29.4,28.2,18560000.0,-1.22
2020-06-24,28.65,29.0,29.9,28.35,20740000.0,-2.72
2020-06-23,29.45,30.0,30.0,29.0,2410000.0,-2.48
2020-06-22,30.2,30.95,30.95,29.5,898900.0,-2.27
2020-06-19,30.9,30.95,31.0,30.8,11890000.0,-0.16
2020-06-18,30.95,31.0,31.0,30.7,9440000.0,0.0
2020-06-17,30.95,30.9,31.0,30.65,5440000.0,0.0
2020-06-16,30.95,30.55,31.0,30.55,8470000.0,1.64
2020-06-15,30.45,31.0,31.0,30.25,13440000.0,0.0
2020-06-12,30.45,30.4,30.65,30.0,21340000.0,0.0
2020-06-11,30.45,30.1,30.95,29.85,3450000.0,1.67
2020-06-10,29.95,29.9,30.2,29.65,17750000.0,1.01
2020-06-09,29.65,30.0,30.0,29.3,6870000.0,0.51
2020-06-05,29.5,29.7,29.75,29.05,8199999.999999999,-0.34
2020-06-04,29.6,29.5,30.0,29.3,6360000.0,1.72
2020-06-03,29.1,29.0,29.95,28.7,6220000.0,1.22
2020-06-02,28.75,28.6,29.0,28.2,13300000.0,0.7
2020-05-29,28.55,28.85,29.5,28.1,7420000.0,1.78
2020-05-28,28.05,28.5,28.6,27.9,8060000.000000001,-2.09
2020-05-27,28.65,29.3,29.3,28.5,5680000.0,-1.21
2020-05-26,29.0,29.3,29.35,28.9,6700000.0,-1.19
2020-05-22,29.35,28.9,29.5,28.9,6060000.0,1.91
2020-05-21,28.8,29.0,29.0,28.7,4490000.0,-0.69
2020-05-20,29.0,28.9,29.2,28.9,3730000.0,-0.68
2020-05-19,29.2,29.5,29.5,29.0,8830000.0,1.04
2020-05-18,28.9,28.6,29.0,27.85,2049999.9999999998,4.52
2020-05-15,27.65,27.2,28.5,27.05,13420000.0,2.03
2020-05-14,27.1,27.8,28.0,26.9,4750000.0,-2.52
2020-05-13,27.8,28.5,28.5,27.5,10500000.0,-0.71
2020-05-12,28.0,29.0,29.0,27.9,24180000.0,-1.06
2020-05-11,28.3,29.0,29.0,28.0,7690000.0,-0.18
2020-05-08,28.35,30.0,30.0,27.95,8410000.0,-1.9
2020-05-07,28.9,30.45,30.45,28.5,6660000.0,-5.09
2020-05-06,30.45,30.15,30.95,30.0,13230000.0,1.67
2020-05-05,29.95,29.7,30.4,29.5,8289999.999999999,1.53
2020-05-04,29.5,29.0,29.75,28.5,15930000.0,3.51
2020-04-30,28.5,29.0,29.0,27.85,9710000.0,-1.72
2020-04-29,29.0,28.0,29.4,28.0,2940000.0,4.69
2020-04-28,27.7,28.0,28.0,27.6,5840000.0,0.54
2020-04-27,27.55,27.9,28.0,27.45,6880000.0,0.0
2020-04-24,27.55,28.5,28.5,27.2,9770000.0,-2.3
2020-04-23,28.2,29.45,29.45,28.0,5790000.0,0.89
2020-04-22,27.95,28.0,29.5,27.55,10970000.0,-1.58
2020-04-21,28.4,29.0,29.0,28.0,19410000.0,-0.35
2020-04-20,28.5,28.5,28.75,28.0,7590000.0,1.79
2020-04-17,28.0,27.45,28.5,27.4,13710000.0,2.19
2020-04-16,27.4,27.8,27.8,27.0,2910000.0,-0.18
2020-04-15,27.45,28.0,28.0,26.6,9880000.0,1.48
2020-04-14,27.05,26.35,28.0,26.3,10510000.0,2.66
2020-04-09,26.35,28.0,28.0,26.0,10170000.0,0.57
2020-04-08,26.2,26.8,26.8,26.0,13280000.0,-2.24
2020-04-07,26.8,27.5,27.5,26.7,15550000.0,-2.72
2020-04-06,27.55,28.45,28.5,26.9,14370000.0,-4.17
2020-04-03,28.75,28.95,29.5,27.9,16760000.000000002,1.77
2020-04-02,28.25,26.95,29.0,26.95,9150000.0,5.02
2020-04-01,26.9,26.95,27.0,26.7,9820000.0,1.7
2020-03-31,26.45,27.5,27.5,26.05,16079999.999999998,1.73
2020-03-30,26.0,26.25,26.5,26.0,4440000.0,2.56
2020-03-27,25.35,25.0,26.25,25.0,14910000.0,2.84
2020-03-26,24.65,25.0,25.05,24.6,13630000.0,0.61
2020-03-25,24.5,24.5,24.8,24.0,9740000.0,0.2
2020-03-24,24.45,25.0,25.0,24.35,7510000.0,-0.61
2020-03-23,24.6,25.5,25.5,24.0,14710000.0,-3.15
2020-03-20,25.4,26.0,26.0,25.35,12080000.0,0.0
2020-03-19,25.4,25.8,26.0,25.35,13760000.0,0.2
2020-03-18,25.35,25.5,25.8,25.3,20860000.0,1.0
2020-03-17,25.1,24.55,26.5,24.55,11560000.0,2.66
2020-03-16,24.45,24.95,25.0,24.0,44230000.0,0.41
2020-03-13,24.35,26.05,26.5,23.5,29950000.0,-5.44
2020-03-12,25.75,27.5,27.5,25.35,38180000.0,-7.54
2020-03-11,27.85,27.8,28.5,27.7,12540000.0,0.36
2020-03-10,27.75,27.35,28.6,27.15,21310000.0,1.46
2020-03-09,27.35,29.5,29.5,26.55,28110000.0,-7.29
2020-03-06,29.5,29.5,29.6,29.4,11040000.0,-0.17
2020-03-05,29.55,29.45,29.85,29.0,545600.0,1.55
2020-03-04,29.1,28.9,29.45,28.9,20100000.0,0.87
2020-03-03,28.85,28.5,29.0,28.5,24020000.0,2.67
2020-03-02,28.1,27.8,29.5,27.75,13310000.0,0.72
2020-02-28,27.9,28.0,28.2,27.75,13290000.0,-0.71
2020-02-27,28.1,29.0,29.0,28.05,19380000.0,-0.35
2020-02-26,28.2,29.35,29.5,27.95,5610000.0,-5.21
2020-02-25,29.75,29.8,29.8,29.4,7890000.0,-0.5
2020-02-24,29.9,29.95,30.0,29.0,4930000.0,0.0
2020-02-21,29.9,29.95,30.1,29.85,10660000.0,-0.17
2020-02-20,29.95,30.0,30.2,29.9,14570000.0,0.0
2020-02-19,29.95,30.5,30.5,29.8,13930000.0,-1.8
2020-02-18,30.5,31.0,31.0,30.0,3520000.0,-1.29
2020-02-17,30.9,31.0,31.5,30.85,5950000.0,-0.32
2020-02-14,31.0,31.5,31.5,30.75,16790000.0,-1.59
2020-02-13,31.5,32.0,32.05,31.05,13320000.0,-3.08
2020-02-12,32.5,32.7,32.7,31.75,12100000.0,-0.46
2020-02-10,32.65,32.8,32.85,31.55,2360000.0,-0.76
2020-02-07,32.9,33.0,33.0,32.8,18310000.0,0.3
2020-02-06,32.8,31.05,33.3,31.05,9320000.0,3.96
2020-02-05,31.55,31.25,32.1,31.0,3140000.0,1.94
2020-02-04,30.95,31.3,31.5,30.8,10790000.0,0.49
2020-02-03,30.8,30.5,31.0,30.3,1100000.0,1.15
2020-01-31,30.45,30.3,30.7,30.15,3360000.0,-0.49
2020-01-30,30.6,30.7,30.8,30.05,4690000.0,1.83
2020-01-29,30.05,30.0,30.5,29.9,13110000.0,0.33
2020-01-28,29.95,30.5,30.5,29.75,1570000.0,-2.44
2020-01-27,30.7,31.5,31.5,30.0,3960000.0,-1.92
2020-01-24,31.3,32.0,32.0,31.2,7260000.0,-0.79
2020-01-23,31.55,31.45,32.0,31.3,11800000.0,0.16
2020-01-22,31.5,31.55,31.75,31.3,8160000.0,-0.16
2020-01-21,31.55,31.6,32.3,31.3,1300000.0,0.0
2020-01-20,31.55,32.0,32.3,31.2,2710000.0,0.16
2020-01-17,31.5,32.0,32.0,31.0,6370000.0,-1.56
2020-01-16,32.0,32.0,32.3,31.5,12750000.0,0.0
2020-01-15,32.0,32.85,32.85,31.5,8750000.0,-2.29
2020-01-14,32.75,32.0,32.85,32.0,5840000.0,0.15
2020-01-13,32.7,33.0,33.0,32.5,10670000.0,-0.3
2020-01-10,32.8,32.8,33.4,32.5,4940000.0,0.0
